     30-37 =        0
     30-38 =        0
     30-39 =        0
     30-40 =        0
     31-31 =        0
     31-32 =        0
     31-33 =        0
     31-34 =        0
     31-35 =        0
     31-36 =        0
     31-37 =        0
     31-38 =        0
     31-39 =        0
     31-40 =        0
     32-32 =        0
     32-33 =        0
     32-34 =        0
     32-35 =        0
     32-36 =        0
     32-37 =        0
     32-38 =        0
     32-39 =        0
     32-40 =        0
     33-33 =        0
     33-34 =        0
     33-35 =        0
     33-36 =        0
     33-37 =        0
     33-38 =        0
     33-39 =        0
     33-40 =        0
     34-34 =        0
     34-35 =        0
     34-36 =        0
     34-37 =        0
     34-38 =        0
     34-39 =        0
     34-40 =        0
     35-35 =        0
     35-36 =        0
     35-37 =        0
     35-38 =        0
     35-39 =        0
     35-40 =        0
     36-36 =        0
     36-37 =        0
     36-38 =        0
     36-39 =        0
     36-40 =        0
     37-37 =        0
     37-38 =        0
     37-39 =        0
     37-40 =        0
     38-38 =        0
     38-39 =        0
     38-40 =        0
     39-39 =        0
     39-40 =        0
     40-40 =        0
